nWord_title,nStanza,nLine,nWord,nSyll,rate_shortS,mean_nLine_lg,med_nLine_lg,q1_nLine_lg,q3_nLine_lg,min_nLine_lg,max_nLine_lg,range_nLine_lg,MADmean_nLine_lg,MADmed_nLine_lg,std_nLine_lg,rstd_nLine_lg,mean_nWord_lg,med_nWord_lg,q1_nWord_lg,q3_nWord_lg,min_nWord_lg,max_nWord_lg,range_nWord_lg,MADmean_nWord_lg,MADmed_nWord_lg,std_nWord_lg,rstd_nWord_lg,mean_nSyll_lg,med_nSyll_lg,q1_nSyll_lg,q3_nSyll_lg,min_nSyll_lg,max_nSyll_lg,range_nSyll_lg,MADmean_nSyll_lg,MADmed_nSyll_lg,std_nSyll_lg,rstd_nSyll_lg,mean_nShortS_lg,med_nShortS_lg,q1_nShortS_lg,q3_nShortS_lg,min_nShortS_lg,max_nShortS_lg,range_nShortS_lg,MADmean_nShortS_lg,MADmed_nShortS_lg,std_nShortS_lg,rstd_nShortS_lg,mean_nLongS_lg,med_nLongS_lg,q1_nLongS_lg,q3_nLongS_lg,min_nLongS_lg,max_nLongS_lg,range_nLongS_lg,MADmean_nLongS_lg,MADmed_nLongS_lg,std_nLongS_lg,rstd_nLongS_lg,rhyme_abcb,rhyme_aba,rhyme_abcdb,rhyme_abca,rhyme_abb,rhyme_aaaa,mean_nWord_l,med_nWord_l,q1_nWord_l,q3_nWord_l,min_nWord_l,max_nWord_l,range_nWord_l,MADmean_nWord_l,MADmed_nWord_l,std_nWord_l,rstd_nWord_l,mean_nSyll_l,med_nSyll_l,q1_nSyll_l,q3_nSyll_l,min_nSyll_l,max_nSyll_l,range_nSyll_l,MADmean_nSyll_l,MADmed_nSyll_l,std_nSyll_l,rstd_nSyll_l,mean_nShortS_l,med_nShortS_l,q1_nShortS_l,q3_nShortS_l,min_nShortS_l,max_nShortS_l,range_nShortS_l,MADmean_nShortS_l,MADmed_nShortS_l,std_nShortS_l,rstd_nShortS_l,mean_nLongS_l,med_nLongS_l,q1_nLongS_l,q3_nLongS_l,min_nLongS_l,max_nLongS_l,range_nLongS_l,MADmean_nLongS_l,MADmed_nLongS_l,std_nLongS_l,rstd_nLongS_l,PROPN,NOUN,ADJ,NUM,PRON,VERB,ADV,CONJ,SCONJ,DET,ADP,INTJ,PART,rate_PROPN_NOUN,rate_ADJ,rate_NOUNs,rate_VERB,rate_ADV,rate_phontypeLow,rate_phontypeHigh,rate_phontypeMixed,mean_lenWord,med_lenWord,q1_lenWord,q3_lenWord,min_lenWord,max_lenWord,range_lenWord,MADmean_lenWord,MADmed_lenWord,std_lenWord,rstd_lenWord,sum_lenWord,rate_consonant,rate_fFV,rate_FFV,rate_bFV,rate_BFV,PUNCT,nRhymepair,nAll,rate_clearAll,mean_lenAll,med_lenAll,q1_lenAll,q3_lenAll,min_lenAll,max_lenAll,range_lenAll,MADmean_lenAll,MADmed_lenAll,std_lenAll,rstd_lenAll,class_label
2,4,32,192,365,0.458,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,48.0,46.0,44.25,49.75,42.0,58.0,16.0,5.0,2.5,6.976,0.145,91.25,89.5,86.5,94.25,82.0,104.0,22.0,6.375,4.5,9.287,0.102,41.75,41.5,39.75,43.5,36.0,48.0,12.0,3.25,3.0,4.924,0.118,49.5,48.0,46.75,50.75,46.0,56.0,10.0,3.25,1.5,4.509,0.091,0,0,0,0,0,0,6.0,6.0,5.0,7.0,4.0,9.0,5.0,0.875,1.0,1.191,0.199,11.406,11.0,10.0,12.25,10.0,14.0,4.0,1.158,1.0,1.388,0.122,5.219,5.0,5.0,6.0,2.0,7.0,5.0,0.934,1.0,1.211,0.232,6.188,6.0,5.0,7.0,3.0,9.0,6.0,1.023,1.0,1.306,0.211,4,60,36,3,5,30,19,6,0,24,4,1,0,0.333,0.188,0.562,0.156,0.099,0.448,0.417,0.115,4.698,5.0,3.0,6.0,1.0,13.0,12.0,2.016,2.0,2.507,0.534,902.0,0.595,0.151,0.052,0.147,0.054,43.0,16,16,0.562,2.562,3.0,2.0,3.0,2.0,3.0,1.0,0.492,0.0,0.512,0.2,0
2,8,24,131,260,0.381,3.0,3.0,3.0,3.0,3,3,0,0.0,0.0,0.0,0.0,16.375,16.0,15.75,16.5,13.0,21.0,8.0,1.562,0.5,2.326,0.142,32.5,32.5,32.0,33.0,32.0,33.0,1.0,0.5,0.5,0.535,0.016,12.375,12.0,10.5,13.75,8.0,18.0,10.0,2.469,2.0,3.335,0.27,20.125,20.0,19.0,21.75,15.0,25.0,10.0,2.406,2.5,3.441,0.171,0,2,0,0,0,0,5.458,5.0,5.0,6.0,3.0,8.0,5.0,0.951,1.0,1.215,0.223,10.833,11.0,11.0,11.0,10.0,11.0,1.0,0.278,0.0,0.381,0.035,4.125,4.0,3.0,5.0,2.0,9.0,7.0,1.26,1.0,1.752,0.425,6.708,7.0,6.0,8.0,2.0,9.0,7.0,1.306,1.0,1.756,0.262,1,25,13,1,15,32,23,7,3,8,0,2,1,0.198,0.099,0.42,0.244,0.176,0.321,0.511,0.16,5.031,5.0,3.0,6.5,1.0,13.0,12.0,2.145,2.0,2.723,0.541,659.0,0.605,0.176,0.052,0.123,0.044,45.0,2,9,0.556,2.889,3.0,2.0,3.0,2.0,5.0,3.0,0.79,1.0,1.054,0.365,0
1,6,42,181,367,0.441,7.0,6.5,6.0,8.5,5,9,4,1.333,1.0,1.673,0.239,30.167,31.5,22.75,36.5,20.0,40.0,20.0,7.167,7.0,8.472,0.281,61.167,64.0,49.5,73.25,42.0,76.0,34.0,12.5,11.0,14.607,0.239,27.0,27.5,20.75,33.5,18.0,35.0,17.0,6.667,7.0,7.537,0.279,34.167,35.5,30.25,40.0,22.0,42.0,20.0,5.833,6.0,7.627,0.223,0,0,0,0,0,0,4.31,5.0,3.0,5.0,1.0,9.0,8.0,1.295,1.0,1.63,0.378,8.738,9.0,8.0,10.0,1.0,15.0,14.0,2.016,1.0,2.794,0.32,3.951,4.0,3.0,5.0,1.0,7.0,6.0,1.084,1.0,1.413,0.358,5.125,5.0,4.0,6.0,1.0,9.0,8.0,1.488,1.0,1.897,0.37,1,50,53,5,10,23,9,8,2,18,1,1,0,0.282,0.293,0.657,0.127,0.05,0.293,0.536,0.133,5.033,5.0,3.0,6.0,1.0,12.0,11.0,1.995,2.0,2.601,0.517,911.0,0.597,0.206,0.056,0.093,0.047,50.0,15,5,1.0,2.2,2.0,2.0,2.0,2.0,3.0,1.0,0.32,0.0,0.447,0.203,0
2,4,32,215,429,0.452,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,53.75,53.5,50.0,57.25,50.0,58.0,8.0,3.75,3.5,4.349,0.081,107.25,107.0,106.75,107.5,106.0,109.0,3.0,0.875,0.5,1.258,0.012,48.5,48.5,47.0,50.0,47.0,50.0,3.0,1.5,1.5,1.732,0.036,58.75,58.5,56.75,60.5,56.0,62.0,6.0,2.25,2.0,2.754,0.047,0,0,0,0,0,0,6.719,6.5,6.0,7.0,5.0,10.0,5.0,1.031,0.5,1.301,0.194,13.406,13.0,13.0,14.0,12.0,14.0,2.0,0.52,0.0,0.56,0.042,6.062,6.0,5.0,7.0,2.0,9.0,7.0,0.965,1.0,1.39,0.229,7.344,7.0,6.75,8.0,4.0,12.0,8.0,1.115,1.0,1.494,0.203,0,61,45,0,16,29,21,12,4,16,2,8,1,0.284,0.209,0.567,0.135,0.098,0.428,0.4,0.144,4.837,5.0,3.0,7.0,1.0,13.0,12.0,1.999,2.0,2.466,0.51,1040.0,0.588,0.162,0.054,0.146,0.051,58.0,18,17,0.471,2.529,3.0,2.0,3.0,2.0,3.0,1.0,0.498,0.0,0.514,0.203,0
2,4,13,70,142,0.43,3.25,3.5,2.75,4.0,2,4,2,0.75,0.5,0.957,0.295,17.5,18.0,15.25,20.25,13.0,21.0,8.0,3.0,2.5,3.697,0.211,35.5,38.5,30.0,44.0,21.0,44.0,23.0,8.5,5.5,10.97,0.309,15.25,16.0,13.0,18.25,7.0,22.0,15.0,4.25,3.5,6.238,0.409,20.25,20.0,17.0,23.25,14.0,27.0,13.0,4.25,4.0,5.56,0.275,1,1,0,0,0,0,5.385,6.0,4.0,6.0,4.0,7.0,3.0,0.911,0.0,1.044,0.194,10.923,11.0,11.0,11.0,10.0,11.0,1.0,0.142,0.0,0.277,0.025,4.692,4.0,4.0,6.0,1.0,8.0,7.0,1.515,1.0,1.888,0.402,6.231,6.0,5.0,7.0,3.0,10.0,7.0,1.479,1.0,1.878,0.301,0,21,19,0,6,10,3,8,0,3,0,0,0,0.3,0.271,0.657,0.143,0.043,0.386,0.429,0.129,5.0,5.0,2.25,7.0,1.0,11.0,10.0,2.286,2.0,2.697,0.539,350.0,0.594,0.154,0.051,0.126,0.074,16.0,4,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
1,4,14,94,190,0.426,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,23.5,24.5,20.75,27.25,17.0,28.0,11.0,4.0,3.0,5.066,0.216,47.5,47.0,41.0,53.5,41.0,55.0,14.0,6.5,6.0,7.55,0.159,20.25,19.5,18.0,21.75,18.0,24.0,6.0,2.25,1.5,2.872,0.142,27.25,27.0,23.0,31.25,23.0,32.0,9.0,4.25,4.0,4.924,0.181,0,2,0,0,0,0,6.714,7.0,6.0,7.75,4.0,8.0,4.0,0.898,1.0,1.139,0.17,13.571,14.0,13.0,14.0,13.0,14.0,1.0,0.49,0.0,0.514,0.038,5.786,6.0,5.0,6.75,4.0,8.0,4.0,1.102,1.0,1.369,0.237,7.786,8.0,7.0,8.75,5.0,10.0,5.0,0.99,1.0,1.311,0.168,2,28,18,2,4,12,9,6,3,6,3,1,0,0.319,0.191,0.574,0.128,0.096,0.372,0.436,0.138,4.979,5.0,3.0,7.0,1.0,12.0,11.0,2.088,2.0,2.586,0.519,468.0,0.594,0.175,0.045,0.128,0.058,26.0,6,10,0.4,2.7,3.0,2.0,3.0,2.0,4.0,2.0,0.56,0.5,0.675,0.25,0
5,1,14,73,141,0.511,14.0,14.0,14.0,14.0,14,14,0,0.0,0.0,0.0,0.0,73.0,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.0,141.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.214,5.0,4.0,5.75,4.0,8.0,4.0,1.163,1.0,1.477,0.283,10.071,10.0,7.5,11.0,7.0,15.0,8.0,2.082,2.0,2.645,0.263,5.143,5.0,4.25,6.0,2.0,8.0,6.0,1.306,1.0,1.703,0.331,4.929,4.5,3.0,6.75,2.0,10.0,8.0,1.929,1.5,2.336,0.474,0,17,15,0,8,9,4,4,2,8,4,2,0,0.233,0.205,0.548,0.123,0.055,0.425,0.521,0.041,4.753,5.0,3.0,6.0,1.0,11.0,10.0,2.051,2.0,2.608,0.549,347.0,0.594,0.176,0.046,0.144,0.04,18.0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,1,16,71,150,0.453,16.0,16.0,16.0,16.0,16,16,0,0.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.438,5.0,3.75,5.0,2.0,7.0,5.0,1.133,1.0,1.413,0.318,9.375,9.0,7.75,11.0,6.0,13.0,7.0,1.719,2.0,2.094,0.223,4.25,4.0,3.75,5.0,2.0,6.0,4.0,0.938,1.0,1.183,0.278,5.125,5.0,4.0,6.25,1.0,8.0,7.0,1.516,1.0,1.928,0.376,0,16,16,4,4,11,5,2,2,7,4,0,0,0.225,0.225,0.563,0.155,0.07,0.423,0.451,0.113,5.183,5.0,3.5,7.0,1.0,13.0,12.0,2.104,2.0,2.701,0.521,368.0,0.592,0.185,0.03,0.147,0.046,20.0,9,5,0.4,2.6,3.0,2.0,3.0,2.0,3.0,1.0,0.48,0.0,0.548,0.211,0
2,4,14,99,186,0.43,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,24.75,24.5,21.5,27.75,20.0,30.0,10.0,3.75,3.5,4.573,0.185,46.5,47.0,40.5,53.0,39.0,53.0,14.0,6.5,6.0,7.55,0.162,20.0,19.5,18.25,21.25,16.0,25.0,9.0,2.5,2.0,3.742,0.187,26.5,26.5,23.75,29.25,20.0,33.0,13.0,4.0,4.0,5.447,0.206,0,0,0,0,0,0,7.071,7.0,7.0,7.0,6.0,8.0,2.0,0.398,0.0,0.616,0.087,13.286,13.0,13.0,14.0,12.0,14.0,2.0,0.51,0.0,0.611,0.046,5.714,5.0,5.0,6.75,4.0,8.0,4.0,0.959,0.5,1.139,0.199,7.571,8.0,6.25,8.0,6.0,9.0,3.0,0.98,1.0,1.158,0.153,0,19,20,1,5,13,19,8,4,9,0,1,0,0.192,0.202,0.455,0.131,0.192,0.364,0.434,0.141,4.586,4.0,3.0,6.0,1.0,11.0,10.0,2.139,2.0,2.611,0.569,454.0,0.59,0.181,0.062,0.123,0.044,25.0,6,6,0.333,2.667,3.0,2.25,3.0,2.0,3.0,1.0,0.444,0.0,0.516,0.194,0
4,12,96,538,1028,0.375,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,44.833,44.5,43.0,46.25,38.0,50.0,12.0,2.333,1.5,3.157,0.07,85.667,86.0,84.0,86.0,84.0,88.0,4.0,1.111,1.0,1.435,0.017,32.083,31.5,29.0,34.25,28.0,39.0,11.0,3.083,2.5,3.655,0.114,53.583,54.0,50.75,56.25,47.0,58.0,11.0,3.083,3.0,3.679,0.069,0,0,0,0,0,0,5.604,6.0,5.0,6.0,3.0,9.0,6.0,1.012,1.0,1.235,0.22,10.708,11.0,10.0,11.0,10.0,11.0,1.0,0.413,0.0,0.457,0.043,4.01,4.0,3.0,5.0,1.0,8.0,7.0,0.993,1.0,1.388,0.346,6.698,7.0,6.0,8.0,3.0,10.0,7.0,1.159,1.0,1.473,0.22,11,163,96,3,48,79,52,26,15,33,5,6,1,0.323,0.178,0.597,0.147,0.097,0.4,0.474,0.095,4.84,5.0,3.0,6.0,1.0,14.0,13.0,2.046,2.0,2.586,0.534,2604.0,0.605,0.149,0.06,0.127,0.059,176.0,51,38,0.579,2.526,2.5,2.0,3.0,2.0,4.0,2.0,0.526,0.5,0.557,0.22,0
3,10,54,263,504,0.466,5.4,5.0,2.0,8.75,2,10,8,3.4,3.0,3.627,0.672,26.3,22.0,7.25,45.0,7.0,56.0,49.0,18.9,15.0,20.79,0.791,50.4,42.0,14.25,86.5,14.0,100.0,86.0,35.6,28.0,38.451,0.763,23.5,19.0,6.0,42.0,4.0,49.0,45.0,17.7,14.5,19.243,0.819,26.9,23.5,9.0,44.5,8.0,51.0,43.0,17.9,15.0,19.313,0.718,0,0,0,0,0,0,4.87,5.0,4.0,6.0,1.0,7.0,6.0,1.219,1.0,1.567,0.322,9.333,10.0,10.0,11.0,2.0,11.0,9.0,1.716,1.0,2.371,0.254,4.352,5.0,3.0,5.0,1.0,8.0,7.0,1.363,1.0,1.706,0.392,4.981,5.0,4.0,6.0,1.0,8.0,7.0,1.357,1.0,1.654,0.332,15,68,50,3,13,37,21,12,5,25,3,11,0,0.316,0.19,0.567,0.141,0.08,0.395,0.433,0.148,4.703,5.0,2.0,6.0,1.0,11.0,10.0,2.127,2.0,2.542,0.54,1237.0,0.593,0.177,0.052,0.114,0.065,73.0,22,13,0.692,2.615,2.0,2.0,3.0,2.0,5.0,3.0,0.663,0.0,0.87,0.333,0
1,6,16,89,170,0.371,2.667,3.0,3.0,3.0,1,3,2,0.556,0.0,0.816,0.306,14.833,16.5,15.25,17.0,7.0,17.0,10.0,2.611,0.5,3.92,0.264,28.333,31.5,31.0,32.0,11.0,33.0,22.0,5.778,0.5,8.524,0.301,10.5,11.5,8.75,12.75,4.0,15.0,11.0,3.0,2.5,3.937,0.375,17.833,19.5,16.75,20.75,7.0,24.0,17.0,4.222,2.5,5.913,0.332,0,5,0,0,0,0,5.562,5.5,5.0,6.0,4.0,7.0,3.0,0.688,0.5,0.814,0.146,10.625,11.0,10.0,11.0,10.0,11.0,1.0,0.469,0.0,0.5,0.047,3.938,3.5,2.75,5.25,2.0,7.0,5.0,1.438,1.5,1.769,0.449,6.688,7.0,5.0,8.0,3.0,9.0,6.0,1.555,1.0,1.887,0.282,4,23,15,2,8,15,7,4,3,7,1,0,0,0.303,0.169,0.584,0.169,0.079,0.461,0.371,0.124,4.921,5.0,3.0,6.0,1.0,11.0,10.0,1.781,2.0,2.322,0.472,438.0,0.612,0.121,0.053,0.16,0.055,23.0,5,4,0.25,3.25,3.5,2.75,4.0,2.0,4.0,2.0,0.75,0.5,0.957,0.295,0
3,4,14,82,146,0.356,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,20.5,20.0,18.5,22.0,17.0,25.0,8.0,2.5,2.0,3.416,0.167,36.5,36.5,31.0,42.0,31.0,42.0,11.0,5.5,5.5,6.351,0.174,13.0,12.5,10.5,15.0,9.0,18.0,9.0,3.0,2.5,3.916,0.301,23.5,23.0,21.5,25.0,20.0,28.0,8.0,2.5,2.0,3.416,0.145,0,0,0,0,0,0,5.857,6.0,5.25,6.0,4.0,8.0,4.0,0.633,0.0,0.949,0.162,10.429,10.0,10.0,11.0,10.0,11.0,1.0,0.49,0.0,0.514,0.049,3.714,4.0,3.0,5.0,1.0,5.0,4.0,1.041,1.0,1.267,0.341,6.714,6.5,6.0,7.0,5.0,9.0,4.0,0.857,0.5,1.069,0.159,3,22,16,0,1,9,12,7,3,7,1,1,0,0.305,0.195,0.512,0.11,0.146,0.415,0.427,0.122,4.585,5.0,3.0,6.0,1.0,10.0,9.0,1.786,2.0,2.2,0.48,376.0,0.612,0.136,0.056,0.144,0.053,18.0,6,4,0.25,2.75,3.0,2.75,3.0,2.0,3.0,1.0,0.375,0.0,0.5,0.182,0
2,2,10,51,86,0.407,5.0,5.0,5.0,5.0,5,5,0,0.0,0.0,0.0,0.0,25.5,25.5,24.75,26.25,24.0,27.0,3.0,1.5,1.5,2.121,0.083,43.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,17.5,17.5,16.25,18.75,15.0,20.0,5.0,2.5,2.5,3.536,0.202,25.5,25.5,24.25,26.75,23.0,28.0,5.0,2.5,2.5,3.536,0.139,0,0,0,0,0,0,5.1,5.0,4.0,6.0,3.0,8.0,5.0,1.12,1.0,1.449,0.284,8.6,9.0,8.0,9.0,8.0,9.0,1.0,0.48,0.0,0.516,0.06,3.5,3.0,3.0,4.75,1.0,6.0,5.0,1.2,1.0,1.509,0.431,5.1,5.0,4.25,6.0,3.0,7.0,4.0,0.92,1.0,1.197,0.235,0,11,7,0,2,15,2,8,4,2,0,0,0,0.216,0.137,0.392,0.294,0.039,0.333,0.51,0.078,4.471,4.0,2.5,5.5,1.0,11.0,10.0,1.852,2.0,2.369,0.53,228.0,0.623,0.158,0.057,0.123,0.039,13.0,6,5,0.8,2.4,2.0,2.0,2.0,2.0,4.0,2.0,0.64,0.0,0.894,0.373,0
2,2,15,44,84,0.488,7.5,7.5,7.25,7.75,7,8,1,0.5,0.5,0.707,0.094,22.0,22.0,20.0,24.0,18.0,26.0,8.0,4.0,4.0,5.657,0.257,42.0,42.0,40.5,43.5,39.0,45.0,6.0,3.0,3.0,4.243,0.101,20.5,20.5,19.25,21.75,18.0,23.0,5.0,2.5,2.5,3.536,0.172,21.5,21.5,21.25,21.75,21.0,22.0,1.0,0.5,0.5,0.707,0.033,0,0,0,0,0,0,2.933,3.0,2.0,3.0,1.0,7.0,6.0,1.147,1.0,1.668,0.569,5.6,6.0,3.0,6.0,3.0,12.0,9.0,2.08,3.0,2.971,0.531,2.733,2.0,2.0,2.5,2.0,6.0,4.0,1.076,0.0,1.387,0.507,2.867,3.0,1.0,4.0,1.0,7.0,6.0,1.742,2.0,2.031,0.708,0,15,10,0,2,9,3,1,1,3,0,0,0,0.341,0.227,0.614,0.205,0.068,0.5,0.455,0.023,5.091,5.0,4.0,6.25,1.0,12.0,11.0,1.839,1.0,2.429,0.477,224.0,0.625,0.134,0.04,0.192,0.009,11.0,8,5,0.4,2.8,3.0,2.0,3.0,2.0,4.0,2.0,0.64,1.0,0.837,0.299,0
2,4,23,110,184,0.418,5.75,6.0,5.75,6.0,5,6,1,0.375,0.0,0.5,0.087,27.5,27.5,25.75,29.25,25.0,30.0,5.0,2.0,2.0,2.38,0.087,46.0,48.0,46.0,48.0,40.0,48.0,8.0,3.0,0.0,4.0,0.087,19.25,20.5,18.5,21.25,14.0,22.0,8.0,2.625,1.0,3.594,0.187,26.75,26.5,26.0,27.25,26.0,28.0,2.0,0.75,0.5,0.957,0.036,0,0,0,0,0,0,4.783,5.0,4.0,6.0,3.0,7.0,4.0,1.047,1.0,1.242,0.26,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.348,3.0,3.0,3.5,2.0,5.0,3.0,0.688,0.0,0.885,0.264,4.652,5.0,4.5,5.0,3.0,6.0,3.0,0.688,0.0,0.885,0.19,2,29,28,1,5,12,9,8,2,11,2,1,0,0.282,0.255,0.591,0.109,0.082,0.455,0.427,0.073,4.264,4.0,2.25,6.0,1.0,11.0,10.0,2.001,2.0,2.433,0.571,469.0,0.608,0.149,0.041,0.145,0.058,33.0,19,4,0.5,2.75,2.5,2.0,3.25,2.0,4.0,2.0,0.75,0.5,0.957,0.348,0
4,2,12,75,121,0.43,6.0,6.0,6.0,6.0,6,6,0,0.0,0.0,0.0,0.0,37.5,37.5,36.75,38.25,36.0,39.0,3.0,1.5,1.5,2.121,0.057,60.5,60.5,57.75,63.25,55.0,66.0,11.0,5.5,5.5,7.778,0.129,26.0,26.0,21.5,30.5,17.0,35.0,18.0,9.0,9.0,12.728,0.49,34.5,34.5,32.75,36.25,31.0,38.0,7.0,3.5,3.5,4.95,0.143,0,0,0,0,0,0,6.25,6.0,6.0,7.0,2.0,8.0,6.0,0.958,0.5,1.545,0.247,10.083,10.5,10.0,11.0,5.0,11.0,6.0,0.917,0.5,1.676,0.166,4.727,6.0,3.0,6.0,1.0,8.0,7.0,1.752,2.0,2.054,0.434,5.75,5.0,5.0,7.0,3.0,9.0,6.0,1.375,1.0,1.712,0.298,0,20,8,0,2,14,12,6,1,12,0,0,0,0.267,0.107,0.4,0.187,0.16,0.387,0.413,0.16,4.027,3.0,2.0,5.0,1.0,11.0,10.0,2.086,2.0,2.578,0.64,302.0,0.599,0.146,0.046,0.166,0.043,21.0,7,9,0.667,2.778,2.0,2.0,3.0,2.0,5.0,3.0,0.864,0.0,1.093,0.393,0
3,6,48,301,512,0.373,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,50.167,49.5,47.25,54.0,45.0,55.0,10.0,3.5,3.5,4.215,0.084,85.333,85.0,85.0,85.75,83.0,88.0,5.0,1.111,0.5,1.633,0.019,31.833,31.5,30.0,33.75,27.0,37.0,10.0,2.833,2.0,3.545,0.111,53.5,53.5,49.75,55.75,48.0,61.0,13.0,3.833,3.5,4.848,0.091,0,0,0,0,0,0,6.271,6.0,5.0,7.0,4.0,9.0,5.0,1.066,1.0,1.284,0.205,10.667,11.0,10.0,11.0,10.0,11.0,1.0,0.444,0.0,0.476,0.045,3.979,4.0,3.0,5.0,1.0,7.0,6.0,0.944,1.0,1.296,0.326,6.688,7.0,6.0,8.0,3.0,9.0,6.0,1.086,1.0,1.401,0.21,1,76,62,0,23,42,36,26,9,23,1,2,0,0.256,0.206,0.538,0.14,0.12,0.389,0.452,0.103,4.432,4.0,3.0,6.0,1.0,11.0,10.0,1.983,2.0,2.432,0.549,1334.0,0.616,0.154,0.058,0.115,0.057,86.0,30,23,0.565,2.609,3.0,2.0,3.0,2.0,4.0,2.0,0.582,1.0,0.656,0.252,0
2,8,32,192,328,0.427,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,24.0,24.0,22.75,25.5,18.0,29.0,11.0,2.25,1.5,3.295,0.137,41.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,17.5,18.0,16.0,18.25,15.0,20.0,5.0,1.375,1.5,1.69,0.097,23.5,23.0,22.75,25.0,21.0,26.0,5.0,1.375,1.5,1.69,0.072,0,0,0,0,0,0,6.0,6.0,5.0,7.0,3.0,10.0,7.0,1.25,1.0,1.626,0.271,10.25,10.5,9.75,11.0,9.0,11.0,2.0,0.75,0.5,0.842,0.082,4.375,4.5,4.0,5.25,1.0,6.0,5.0,1.125,0.5,1.385,0.317,5.875,6.0,5.0,7.0,3.0,8.0,5.0,1.086,1.0,1.314,0.224,3,62,35,0,8,26,16,21,5,12,2,2,0,0.339,0.182,0.562,0.135,0.083,0.427,0.359,0.13,4.297,4.0,3.0,6.0,1.0,11.0,10.0,1.764,1.0,2.195,0.511,825.0,0.602,0.132,0.059,0.141,0.065,45.0,0,12,0.75,2.25,2.0,2.0,2.25,2.0,3.0,1.0,0.375,0.0,0.452,0.201,0
1,4,14,82,148,0.365,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,20.5,20.5,19.75,21.25,19.0,22.0,3.0,1.0,1.0,1.291,0.063,37.0,37.5,32.5,42.0,31.0,42.0,11.0,5.0,4.5,5.831,0.158,13.5,13.5,13.0,14.0,13.0,14.0,1.0,0.5,0.5,0.577,0.043,23.5,24.0,18.5,29.0,17.0,29.0,12.0,5.5,5.0,6.403,0.272,0,1,0,0,0,0,5.857,6.0,5.0,6.0,5.0,8.0,3.0,0.735,1.0,0.949,0.162,10.571,11.0,10.0,11.0,10.0,11.0,1.0,0.49,0.0,0.514,0.049,3.857,4.0,3.0,4.0,2.0,7.0,5.0,0.878,1.0,1.231,0.319,6.714,7.0,6.0,8.0,4.0,8.0,4.0,1.041,1.0,1.267,0.189,0,27,20,0,3,10,7,6,1,7,1,0,0,0.329,0.244,0.61,0.122,0.085,0.378,0.463,0.122,4.659,4.5,3.0,6.0,1.0,11.0,10.0,1.976,1.5,2.332,0.501,382.0,0.613,0.149,0.06,0.131,0.047,20.0,6,3,0.333,2.667,3.0,2.5,3.0,2.0,3.0,1.0,0.444,0.0,0.577,0.217,0
